Mod:Item:MetaData, Localized Name
arsmagica2:keystoneDoorPlacer:1, Spell-Sealed Door
arsmagica2:enderBoots, §6Ender Boots§f
arsmagica2:wardingCandle:0, Warding Candle (Unattuned)
arsmagica2:magitechGoggles, Magitech Goggles
arsmagica2:flickerJar:0, Empty Flicker Jar
arsmagica2:flickerJar:1, Arcane Flicker Jar
arsmagica2:flickerJar:2, Water Flicker Jar
arsmagica2:flickerJar:3, Fire Flicker Jar
arsmagica2:flickerJar:4, Earth Flicker Jar
arsmagica2:flickerJar:5, Air Flicker Jar
arsmagica2:flickerJar:6, Lightning Flicker Jar
arsmagica2:flickerJar:7, Ice Flicker Jar
arsmagica2:flickerJar:8, Nature Flicker Jar
arsmagica2:flickerJar:9, Life Flicker Jar
arsmagica2:flickerJar:10, Ender Flicker Jar
arsmagica2:runeBag, Rune Bag
arsmagica2:lightningCharm, §6Lightning Charm§f
arsmagica2:lifeWard, §6Life Ward§f
arsmagica2:playerjournal, Journal
arsmagica2:manaMartini, Mana Martini
arsmagica2:inscriptionUpgrade:0, Inscription Table Tier 1 Upgrade
arsmagica2:inscriptionUpgrade:1, Inscription Table Tier 2 Upgrade
arsmagica2:inscriptionUpgrade:2, Inscription Table Tier 3 Upgrade
AncientWarfare:research_book, Research Book
AncientWarfare:research_note, Research Note
AncientWarfare:backpack:0, Small Pack
AncientWarfare:backpack:1, Travel Pack
AncientWarfare:backpack:2, Medium Pack
AncientWarfare:backpack:3, Large Pack
AncientWarfare:wooden_hammer, Wooden Hammer
AncientWarfare:stone_hammer, Stone Hammer
AncientWarfare:iron_hammer, Iron Hammer
AncientWarfare:gold_hammer, Gold Hammer
AncientWarfare:diamond_hammer, Diamond Hammer
AncientWarfare:wooden_quill, Wooden Quill
AncientWarfare:stone_quill, Stone Quill
AncientWarfare:iron_quill, Iron Quill
AncientWarfare:gold_quill, Gold Quil
AncientWarfare:diamond_quill, Diamond Quill
AncientWarfare:component:0, Wooden Gear Set
AncientWarfare:component:1, Iron Gear Set
AncientWarfare:component:2, Steel Gear Set
AncientWarfare:component:3, Wooden Bushing Set
AncientWarfare:component:4, Iron Bushing Set Set
AncientWarfare:component:100, Food Bundle
AncientWarfare:component:5, Steel Bushing Set
AncientWarfare:component:6, Wooden Torque Shaft
AncientWarfare:component:7, Iron Torque Shaft
AncientWarfare:component:8, Steel Torque Shaft
AncientWarfare:steel_ingot, Steel Ingot
AncientWarfareAutomation:worksite_upgrade:0, Medium Bounds Upgrade
AncientWarfareAutomation:worksite_upgrade:1, Large Bounds Upgrade
AncientWarfareAutomation:worksite_upgrade:2, Medium Quarry Upgrade
AncientWarfareAutomation:worksite_upgrade:3, Large Quarry Upgrade
AncientWarfareAutomation:worksite_upgrade:4, Lightly Enchanted Tools Upgrade
AncientWarfareAutomation:worksite_upgrade:5, Highly Enchanted Tools Upgrade
AncientWarfareAutomation:worksite_upgrade:6, Basic Tool Quality Upgrade
AncientWarfareAutomation:worksite_upgrade:7, Intermediate Tool Quality Upgrade
AncientWarfareAutomation:worksite_upgrade:8, Advanced Tool Quality Upgrade
AncientWarfareAutomation:worksite_upgrade:9, Basic Chunkloader Upgrade
AncientWarfareAutomation:worksite_upgrade:10, Quarry Chunkloader Upgrade
AncientWarfareNpc:npc_spawner, item.npc_spawner.name
AncientWarfareNpc:work_order, Work Order
AncientWarfareNpc:upkeep_order, Upkeep Order
AncientWarfareNpc:combat_order, Combat Order
AncientWarfareNpc:routing_order, Routing Order
AncientWarfareNpc:trade_order, Trade Order
AncientWarfareNpc:wooden_command_baton, Wooden Command Baton
AncientWarfareNpc:stone_command_baton, Stone Command Baton
AncientWarfareNpc:iron_command_baton, Iron Command Baton
AncientWarfareNpc:gold_command_baton, Gold Command Baton
AncientWarfareNpc:diamond_command_baton, Diamond Command Baton 
AncientWarfareNpc:bard_instrument:0, Lute
AncientWarfareNpc:bard_instrument:1, Flute
AncientWarfareNpc:bard_instrument:2, Harp
AncientWarfareNpc:bard_instrument:3, Drum
AncientWarfareNpc:wooden_shield, Wooden Shield
AncientWarfareNpc:stone_shield, Stone Shield
AncientWarfareNpc:iron_shield, Iron Shield
AncientWarfareNpc:gold_shield, Gold Shield
AncientWarfareNpc:diamond_shield, Diamond Shield
AncientWarfareStructure:structure_scanner, Structure Scanner
AncientWarfareStructure:structure_builder, Structure Builder
AncientWarfareStructure:structure_builder_world_gen, WorldGen Structure Builder 
AncientWarfareStructure:town_builder, Instant Town Building Tool
AncientWarfareStructure:spawner_placer, Mob Spawner Placement Tool
AncientWarfareStructure:gate_spawner, item.gate_spawner.name
AncientWarfareStructure:construction_tool, Construction Tool
AncientWarfareStructure:construction_tool_lakes, Lake Construction Tool
AncientWarfareStructure:block_info_clicker, Block Info Tool
arcane_engineering:drillhead:0, Thaumium Drill Head
arcane_engineering:drillhead:1, Void Drill Head
arcane_engineering:impulse_boots, Impulse Boots
arcane_engineering:wand_upgradeable:0, Iron Capped Treated Wood Wand
arcane_engineering:wand_upgradeable:10, Electrum Garnished Treated Wood Wand
arcane_engineering:wand_upgradeable:8, Steel Tipped Treated Wood Wand
arcane_engineering:wandupgrade:0, Vis Capacitor
arcane_engineering:wandupgrade:1, Crystalline Charger
arcane_engineering:wandupgrade:2, Focus Energizer
arcane_engineering:wandcap:0, Steel Wand Cap
arcane_engineering:wandcap:1, Electrum Wand Cap
arcanearteries:arcanearteries knife, Elven Knife
arcanearteries:arcanearteries thaumicKnife, Arcane Blade
arcanearteries:arcanearteries evilDagger, Evil Blade
arcanearteries:arcanearteries botaniaSacrifice, Botanical Dagger of Sacrifice
arcanearteries:arcanearteries thaumcraftSacrifice, Thaumic Dagger of Sacrifice
arcanearteries:arcanearteries evilcraftSacrifice, Evil Dagger of Sacrifice
arcanearteries:arcanearteries thaumicSlate, Thaumic Slate
arcanearteries:arcanearteries manaSlate, Botanical Slate
ArchitectureCraft:sawblade, Circular Saw Blade
ArchitectureCraft:largePulley, Large Pulley
ArchitectureCraft:chisel, Architect's Chisel
ArchitectureCraft:hammer, Architect's Hammer
ArchitectureCraft:cladding, Cladding
Aroma1997sDimension:portalIgniter, Mining Multitool
Aroma1997sDimension:dimensionChanger, DimensionChanger
Automagy:shardSliver:0, Sliver of Air
Automagy:shardSliver:1, Sliver of Fire
Automagy:shardSliver:2, Sliver of Water
Automagy:shardSliver:3, Sliver of Earth
Automagy:shardSliver:4, Sliver of Order
Automagy:shardSliver:5, Sliver of Entropy
Automagy:enchantedPaper:0, Enchanted Paper
Automagy:enchantedPaper:1, Runic Whitelist
Automagy:enchantedPaper:2, Runic Blacklist
Automagy:enchantedPaper:3, Bound Enchanting Paper
Automagy:avaricePearl:0, Avarice Pearl
Automagy:avaricePearl:1, Miser's Pearl
Automagy:crystalEye, Crystalline Eye
Automagy:crystalEntityEye, Oculo Anima
Automagy:crystalBrain:0, Crystalline Brain: Air
Automagy:crystalBrain:1, Crystalline Brain: Fire
Automagy:crystalBrain:2, Crystalline Brain: Water
Automagy:crystalBrain:3, Crystalline Brain: Earth
Automagy:crystalBrain:4, Crystalline Brain: Order
Automagy:crystalBrain:5, Crystalline Brain: Entropy
Automagy:golemLinker, Golem Linking Bell
Automagy:ingredient:0, Conflux Disc
Automagy:horizontal:0, Shattered Avarice Pearl
Automagy:edible:0, Mercatus Amalgam
Automagy:foodstuff:0, Vishroom Stew
Automagy:netherHeart, Ember Heart
Automagy:tallyLens:0, Tally Box Lens: Clear
Automagy:tallyLens:1, Tally Box Lens: Unbound
Automagy:tallyLens:2, Tally Box Lens: Yield
Automagy:glyph:0, Aqueous Admixture
Automagy:glyph:1, Glyph of the Void
Automagy:glyph:2, Glyph of Consumption
Automagy:glyph:3, Glyph of Siphoning
Automagy:glyph:4, Glyph of Envy
Automagy:glyph:5, Glyph of Temperance
Automagy:glyph:6, Glyph of Preservation
Automagy:glyph:7, Glyph of the Guzzler
Automagy:glyph:8, Glyph of the Reservoir
Automagy:glyph:9, Glyph of the Bovine
Automagy:golemWorkbenchUpgrade:0, Workbench Upgrade: Air
Automagy:golemWorkbenchUpgrade:1, Workbench Upgrade: Fire
Automagy:golemWorkbenchUpgrade:3, Workbench Upgrade: Earth
Automagy:golemWorkbenchUpgrade:5, Workbench Upgrade: Entropy
Automagy:baubleEnderDisjunction:0, Ring of Ender Disjunction
Automagy:baubleEnderDisjunction:1, Lesser Ring of Ender Disjunction
Automagy:autoHandMirror, Hungry Hand Mirror
Automagy:focusCrafting, Wand Focus: Crafting
Automagy:phialExtra, Phial of Enchanter's Concentrate
Automagy:creativeTool:0, Thinking Cap
Automagy:bucketMushroom, Bucket of Mushroom Soup
Automagy:bucketVishroom, Bucket of Vishroom Soup
AutomatedRedstone:item.circuitPlan, Circuit Programm
Backpack:backpack:0, Backpack
Backpack:backpack:1, Black Backpack
Backpack:backpack:2, Red Backpack
Backpack:backpack:3, Green Backpack
Backpack:backpack:4, Brown Backpack
Backpack:backpack:5, Blue Backpack
Backpack:backpack:6, Purple Backpack
Backpack:backpack:7, Cyan Backpack
Backpack:backpack:8, Light Gray Backpack
Backpack:backpack:9, Gray Backpack
Backpack:backpack:10, Pink Backpack
Backpack:backpack:11, Lime Backpack
Backpack:backpack:12, Yellow Backpack
Backpack:backpack:13, Light Blue Backpack
Backpack:backpack:14, Magenta Backpack
Backpack:backpack:15, Orange Backpack
Backpack:backpack:16, White Backpack
Backpack:backpack:100, Middle Backpack
Backpack:backpack:101, Middle Black Backpack
Backpack:backpack:102, Middle Red Backpack
Backpack:backpack:103, Middle Green Backpack
Backpack:backpack:104, Middle Brown Backpack
Backpack:backpack:105, Middle Blue Backpack
Backpack:backpack:106, Middle Purple Backpack
Backpack:backpack:107, Middle Cyan Backpack
Backpack:backpack:108, Middle Light Gray Backpack
Backpack:backpack:109, Middle Gray Backpack
Backpack:backpack:110, Middle Pink Backpack
Backpack:backpack:111, Middle Lime Backpack
Backpack:backpack:112, Middle Yellow Backpack
Backpack:backpack:113, Middle Light Blue Backpack
Backpack:backpack:114, Middle Magenta Backpack
Backpack:backpack:115, Middle Orange Backpack
Backpack:backpack:116, Middle White Backpack
Backpack:backpack:200, Big Backpack
Backpack:backpack:201, Big Black Backpack
Backpack:backpack:202, Big Red Backpack
Backpack:backpack:203, Big Green Backpack
Backpack:backpack:204, Big Brown Backpack
Backpack:backpack:205, Big Blue Backpack
Backpack:backpack:206, Big Purple Backpack
Backpack:backpack:207, Big Cyan Backpack
Backpack:backpack:208, Big Light Gray Backpack
Backpack:backpack:209, Big Gray Backpack
Backpack:backpack:210, Big Pink Backpack
Backpack:backpack:211, Big Lime Backpack
Backpack:backpack:212, Big Yellow Backpack
Backpack:backpack:213, Big Light Blue Backpack
Backpack:backpack:214, Big Magenta Backpack
Backpack:backpack:215, Big Orange Backpack
Backpack:backpack:216, Big White Backpack
Backpack:backpack:31999, Ender Backpack
Backpack:workbenchbackpack:17, Workbench Backpack
Backpack:workbenchbackpack:217, Big Workbench Backpack
Backpack:boundLeather, Null
Backpack:tannedLeather, Null
betterbuilderswands:wandStone, Stone Wand
betterbuilderswands:wandIron, Iron Wand
betterbuilderswands:wandDiamond, Diamond Wand
betterbuilderswands:wandUnbreakable, Unbreakable Wand
BetterChests:Upgrade:0, Slot Upgrade
BetterChests:Upgrade:1, CobbleGen Upgrade
BetterChests:Upgrade:2, Redstone Upgrade
BetterChests:Upgrade:3, Light Upgrade
BetterChests:Upgrade:4, Upgrade Case
BetterChests:Upgrade:5, Comparator Upgrade
BetterChests:Upgrade:6, Void Upgrade
BetterChests:Upgrade:7, Unbreakable Upgrade
BetterChests:Upgrade:8, Player Upgrade
BetterChests:Upgrade:9, Rain Upgrade
BetterChests:Upgrade:10, Energy Upgrade
BetterChests:Upgrade:11, Furnace Upgrade
BetterChests:Upgrade:12, Collector Upgrade
BetterChests:Upgrade:13, Ticking Upgrade
BetterChests:Upgrade:14, Feeding Upgrade
BetterChests:Upgrade:15, Player Feeding Upgrade
BetterChests:Upgrade:16, Resupply Upgrade
BetterChests:Upgrade:17, Planting Upgrade
BetterChests:Upgrade:18, Harvesting Upgrade
BetterChests:Upgrade:19, Animal Upgrade
BetterChests:Upgrade:20, AI Upgrade
BetterChests:Upgrade:21, Mining Upgrade
BetterChests:Upgrade:22, Killing Upgrade
BetterChests:Upgrade:23, Blocking Upgrade
BetterChests:Upgrade:24, Lightweight Upgrade
BetterChests:filter:0, Whitelist Filter Upgrade
BetterChests:filter:1, Blacklist Filter Upgrade
BetterChests:Bag, item.betterchests:betterBag.name
BetterChests:upgradeChest, Adjustable Upgrade
BiblioCraft:item.StockroomCatalog, Stockroom Catalog
BiblioCraft:item.PlumbLine, Plumb line
BiblioCraft:item.FramingSaw, Framing Saw
BiblioCraft:item.FramingBoard, Framing Board
BiblioCraft:item.FramingSheet, Framing Sheet
BiblioCraft:item.TesterItem, ItemStack Name Tester
BiblioCraft:item.AtlasBook:0, Atlas
BiblioCraft:item.AtlasPlate, Atlas Plate
BiblioCraft:item.DeathCompass, Eternal Compass
BiblioCraft:item.PaintingCanvas, Painting Canvas
BiblioCraft:item.BigBook, Big Writing Book
BiblioCraft:item.RecipeBook, Empty Recipe Book
BiblioCraft:item.SlottedBook, Slotted Book
BiblioCraft:item.HandDrill, Hand Drill
BiblioCraft:item.tapeMeasure, Tape Measure
BiblioCraft:item.tape, Tape Measure Reel
BiblioCraft:item.BiblioChase, Print Press Chase
BiblioCraft:item.PrintPlate, Print Press Plate
BiblioCraft:item.EnchantedPlate, Enchanted Plate
BiblioCraft:item.BiblioRedBook, Redstone: Volume I
BiblioCraft:item.BiblioGlasses:0, Reading Glasses
BiblioCraft:item.BiblioGlasses:1, Tinted Glasses
BiblioCraft:item.BiblioGlasses:2, Monocle
BiblioCraft:item.BiblioDrill, Screw Gun
BiblioCraft:item.BiblioCreativeLock, Lock and Key
BiblioCraft:item.BiblioClipboard, Clipboard
BiblioCraft:item.seatBack:0, Oak Seat Back
BiblioCraft:item.seatBack:1, Spruce Seat Back
BiblioCraft:item.seatBack:2, Birch Seat Back
BiblioCraft:item.seatBack:3, Jungle Seat Back
BiblioCraft:item.seatBack:4, Acacia Seat Back
BiblioCraft:item.seatBack:5, Dark Oak Seat Back
BiblioCraft:item.seatBack:6, Framed Seat Back
BiblioCraft:item.seatBack2:0, Oak Seat Back
BiblioCraft:item.seatBack2:1, Spruce Seat Back
BiblioCraft:item.seatBack2:2, Birch Seat Back
BiblioCraft:item.seatBack2:3, Jungle Seat Back
BiblioCraft:item.seatBack2:4, Acacia Seat Back
BiblioCraft:item.seatBack2:5, Dark Oak Seat Back
BiblioCraft:item.seatBack2:6, Framed Seat Back
BiblioCraft:item.seatBack3:0, Oak Seat Back
BiblioCraft:item.seatBack3:1, Spruce Seat Back
BiblioCraft:item.seatBack3:2, Birch Seat Back
BiblioCraft:item.seatBack3:3, Jungle Seat Back
BiblioCraft:item.seatBack3:4, Acacia Seat Back
BiblioCraft:item.seatBack3:5, Dark Oak Seat Back
BiblioCraft:item.seatBack3:6, Framed Seat Back
BiblioCraft:item.seatBack4:0, Oak Seat Back
BiblioCraft:item.seatBack4:1, Spruce Seat Back
BiblioCraft:item.seatBack4:2, Birch Seat Back
BiblioCraft:item.seatBack4:3, Jungle Seat Back
BiblioCraft:item.seatBack4:4, Acacia Seat Back
BiblioCraft:item.seatBack4:5, Dark Oak Seat Back
BiblioCraft:item.seatBack4:6, Framed Seat Back
BiblioCraft:item.seatBack5:0, Oak Seat Back
BiblioCraft:item.seatBack5:1, Spruce Seat Back
BiblioCraft:item.seatBack5:2, Birch Seat Back
BiblioCraft:item.seatBack5:3, Jungle Seat Back
BiblioCraft:item.seatBack5:4, Acacia Seat Back
BiblioCraft:item.seatBack5:5, Dark Oak Seat Back
BiblioCraft:item.seatBack5:6, Framed Seat Back
BiblioCraft:item.BiblioMapTool, Drafting Compass
BiblioCraft:item.BiblioWayPointCompass, Waypoint Compass
HardcoreEnderExpansion:silverfish_blood, Silverfish Blood
HardcoreEnderExpansion:exp_bottle_consistent, Bottle o' Enchanting
HardcoreEnderExpansion:altar_nexus, Altar Nexus
HardcoreEnderExpansion:fire_shard, Infernium
HardcoreEnderExpansion:item_special_effects, item.itemNumber.name
HardcoreEnderExpansion:essence:0, Dragon Essence
HardcoreEnderExpansion:essence:1, Fiery Essence
HardcoreEnderExpansion:essence:2, Spectral Essence
HardcoreEnderExpansion:energy_wand, Energy Wand
HardcoreEnderExpansion:music_disk:0, Music Disc
HardcoreEnderExpansion:music_disk:1, Music Disc
HardcoreEnderExpansion:music_disk:2, Music Disc
HardcoreEnderExpansion:music_disk:3, Music Disc
HardcoreEnderExpansion:music_disk:4, Music Disc
HardcoreEnderExpansion:music_disk:5, Music Disc
HardcoreEnderExpansion:music_disk:6, Music Disc
HardcoreEnderExpansion:music_disk:7, Music Disc
HardcoreEnderExpansion:music_disk:8, Music Disc
HardcoreEnderExpansion:music_disk:9, Music Disc
HardcoreEnderExpansion:rune:0, Rune of Power
HardcoreEnderExpansion:rune:1, Rune of Agility
HardcoreEnderExpansion:rune:2, Rune of Vigor
HardcoreEnderExpansion:rune:3, Rune of Defense
HardcoreEnderExpansion:rune:4, Rune of Magic
HardcoreEnderExpansion:rune:5, Rune of Void
HardcoreEnderExpansion:ghost_amulet:0, Ghost Amulet (Impure)
HardcoreEnderExpansion:ghost_amulet:1, Ghost Amulet
HardcoreEnderExpansion:arcane_shard, Arcane Shard
HardcoreEnderExpansion:curse_amulet, Curse Amulet
HardcoreEnderExpansion:igneous_rock, Igneous Rock
HardcoreEnderExpansion:infestation_remedy, Infestation Remedy
HardcoreEnderExpansion:spatial_dash_gem, Spatial Dash Gem
HardcoreEnderExpansion:enhanced_brewing_stand, Enhanced Brewing Stand
HardcoreEnderExpansion:adventurers_diary, Adventurer's Diary
HardcoreEnderExpansion:blank_gem, Blank Gem
HardcoreEnderExpansion:biome_compass, Biome Compass
HardcoreEnderExpansion:energy_wand_core, Energy Wand Core
HardcoreEnderExpansion:dry_splinter, Dry Splinter
HardcoreEnderExpansion:enderman_head, item.endermanHead.name
HardcoreEnderExpansion:knowledge_note:0, Knowledge Note
HardcoreEnderExpansion:end_powder, End Powder
HardcoreEnderExpansion:obsidian_fragment, Obsidian Fragment
HardcoreEnderExpansion:obsidian_rod, Obsidian Rod
HardcoreEnderExpansion:bucket_ender_goo, Ender Goo Bucket
HardcoreEnderExpansion:temple_caller, Temple Caller
HardcoreEnderExpansion:potion_of_instability, Potion of Instability
HardcoreEnderExpansion:schorching_pickaxe, Scorching Pickaxe
HardcoreEnderExpansion:endium_ingot, Endium Ingot
HardcoreEnderExpansion:spectral_tear, Spectral Tear
HardcoreEnderExpansion:potion_of_purity, Potion of Purity
HardcoreEnderExpansion:enhanced_ender_pearl, Ender Pearl
HardcoreEnderExpansion:charm_pouch, Charm Pouch
HardcoreEnderExpansion:stardust, Stardust
HardcoreEnderExpansion:charm:0, Charm of Power
HardcoreEnderExpansion:charm:1, Charm of Power
HardcoreEnderExpansion:charm:2, Charm of Power
HardcoreEnderExpansion:charm:3, Charm of Agility
HardcoreEnderExpansion:charm:4, Charm of Agility
HardcoreEnderExpansion:charm:5, Charm of Agility
HardcoreEnderExpansion:charm:6, Charm of Vigor
HardcoreEnderExpansion:charm:7, Charm of Vigor
HardcoreEnderExpansion:charm:8, Charm of Vigor
HardcoreEnderExpansion:charm:9, Charm of Defense
HardcoreEnderExpansion:charm:10, Charm of Defense
HardcoreEnderExpansion:charm:11, Charm of Defense
HardcoreEnderExpansion:charm:12, Charm of Magic
HardcoreEnderExpansion:charm:13, Charm of Magic
HardcoreEnderExpansion:charm:14, Charm of Magic
HardcoreEnderExpansion:charm:18, Charm of Equality
HardcoreEnderExpansion:charm:19, Charm of Blocking
HardcoreEnderExpansion:charm:20, Charm of Blocking
HardcoreEnderExpansion:charm:21, Charm of Blocking
HardcoreEnderExpansion:charm:22, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:23, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:24, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:71, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:72, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:73, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:25, Charm of Digestive Recover
HardcoreEnderExpansion:charm:26, Charm of Digestive Recover
HardcoreEnderExpansion:charm:27, Charm of Digestive Recover
HardcoreEnderExpansion:charm:28, Charm of Life Steal
HardcoreEnderExpansion:charm:30, Charm of Life Steal
HardcoreEnderExpansion:charm:31, Charm of Damage Redirection
HardcoreEnderExpansion:charm:32, Charm of Damage Redirection
HardcoreEnderExpansion:charm:33, Charm of Damage Redirection
HardcoreEnderExpansion:charm:34, Charm of Damage Redirection
HardcoreEnderExpansion:charm:35, Charm of Damage Redirection
HardcoreEnderExpansion:charm:36, Charm of Damage Redirection
HardcoreEnderExpansion:charm:37, Charm of Magic Penetration
HardcoreEnderExpansion:charm:38, Charm of Magic Penetration
HardcoreEnderExpansion:charm:39, Charm of Magic Penetration
HardcoreEnderExpansion:charm:40, Charm of Magic Penetration
HardcoreEnderExpansion:charm:41, Charm of Magic Penetration
HardcoreEnderExpansion:charm:42, Charm of Magic Penetration
HardcoreEnderExpansion:charm:43, Charm of Magic Penetration
HardcoreEnderExpansion:charm:45, Charm of Witchery Harm
HardcoreEnderExpansion:charm:46, Charm of Witchery Harm
HardcoreEnderExpansion:charm:65, Charm of Witchery Harm
HardcoreEnderExpansion:charm:74, Charm of Magic Defense
HardcoreEnderExpansion:charm:75, Charm of Magic Defense
HardcoreEnderExpansion:charm:76, Charm of Magic Defense
HardcoreEnderExpansion:charm:49, Charm of Falling Protection
